path,word
iam_words/words/a01/a01-000x/a01-000x-02-06.png,Mr.
iam_words/words/a01/a01-000x/a01-000x-02-07.png,Michael
iam_words/words/a01/a01-000x/a01-000x-03-00.png,Foot
iam_words/words/a01/a01-000x/a01-000x-03-01.png,has
iam_words/words/a01/a01-000x/a01-000x-03-02.png,put
iam_words/words/a01/a01-000x/a01-000x-03-03.png,down
iam_words/words/a01/a01-000x/a01-000x-03-04.png,a
iam_words/words/a01/a01-000x/a01-000x-03-05.png,resolution
iam_words/words/a01/a01-000x/a01-000x-03-06.png,on
iam_words/words/a01/a01-000x/a01-000x-03-07.png,the
iam_words/words/a01/a01-000x/a01-000x-03-08.png,subject
iam_words/words/a01/a01-000x/a01-000x-04-00.png,and
iam_words/words/a01/a01-000x/a01-000x-04-01.png,he
iam_words/words/a01/a01-000x/a01-000x-04-02.png,is
iam_words/words/a01/a01-000x/a01-000x-04-03.png,to
iam_words/words/a01/a01-000x/a01-000x-04-04.png,be
iam_words/words/a01/a01-000x/a01-000x-04-05.png,backed
iam_words/words/a01/a01-000x/a01-000x-04-06.png,by
iam_words/words/a01/a01-000x/a01-000x-04-07.png,Mr.
iam_words/words/a01/a01-000x/a01-000x-04-08.png,Will
iam_words/words/a01/a01-000x/a01-000x-04-09.png,Griffiths
iam_words/words/a01/a01-000x/a01-000x-04-10.png,","
iam_words/words/a01/a01-000x/a01-000x-05-00.png,0M P
iam_words/words/a01/a01-000x/a01-000x-05-01.png,for
iam_words/words/a01/a01-000x/a01-000x-05-02.png,Manchester
iam_words/words/a01/a01-000x/a01-000x-05-03.png,Exchange
iam_words/words/a01/a01-000x/a01-000x-05-04.png,.
iam_words/words/a01/a01-003/a01-003-00-00.png,Though
iam_words/words/a01/a01-003/a01-003-00-01.png,they
iam_words/words/a01/a01-003/a01-003-00-02.png,may
iam_words/words/a01/a01-003/a01-003-00-03.png,gather
iam_words/words/a01/a01-003/a01-003-00-04.png,some
iam_words/words/a01/a01-003/a01-003-00-05.png,Left-wing
iam_words/words/a01/a01-003/a01-003-00-06.png,support
iam_words/words/a01/a01-003/a01-003-00-07.png,","
iam_words/words/a01/a01-003/a01-003-00-08.png,a
iam_words/words/a01/a01-003/a01-003-01-00.png,large
iam_words/words/a01/a01-003/a01-003-01-01.png,majority
iam_words/words/a01/a01-003/a01-003-01-02.png,of
iam_words/words/a01/a01-003/a01-003-01-03.png,Labour
iam_words/words/a01/a01-003/a01-003-01-04.png,M Ps
iam_words/words/a01/a01-003/a01-003-01-05.png,are
iam_words/words/a01/a01-003/a01-003-01-06.png,likely
iam_words/words/a01/a01-003/a01-003-01-07.png,to
iam_words/words/a01/a01-003/a01-003-02-00.png,turn
iam_words/words/a01/a01-003/a01-003-02-01.png,down
iam_words/words/a01/a01-003/a01-003-02-02.png,the
iam_words/words/a01/a01-003/a01-003-02-03.png,Foot-Griffiths
iam_words/words/a01/a01-003/a01-003-02-04.png,resolution
iam_words/words/a01/a01-003/a01-003-02-05.png,.
iam_words/words/a01/a01-003/a01-003-02-06.png,Mr.
iam_words/words/a01/a01-003/a01-003-03-00.png,Foot's
iam_words/words/a01/a01-003/a01-003-03-01.png,line
iam_words/words/a01/a01-003/a01-003-03-02.png,will
iam_words/words/a01/a01-003/a01-003-03-03.png,be
iam_words/words/a01/a01-003/a01-003-03-04.png,that
iam_words/words/a01/a01-003/a01-003-03-05.png,as
iam_words/words/a01/a01-003/a01-003-03-06.png,Labour
iam_words/words/a01/a01-003/a01-003-03-07.png,M Ps
iam_words/words/a01/a01-003/a01-003-04-00.png,opposed
iam_words/words/a01/a01-003/a01-003-04-01.png,the
iam_words/words/a01/a01-003/a01-003-04-02.png,Government
iam_words/words/a01/a01-003/a01-003-04-03.png,Bill
iam_words/words/a01/a01-003/a01-003-04-04.png,which
iam_words/words/a01/a01-003/a01-003-04-05.png,brought
iam_words/words/a01/a01-003/a01-003-05-00.png,life
iam_words/words/a01/a01-003/a01-003-05-01.png,peers
iam_words/words/a01/a01-003/a01-003-05-02.png,into
iam_words/words/a01/a01-003/a01-003-05-03.png,existence
iam_words/words/a01/a01-003/a01-003-05-04.png,","
iam_words/words/a01/a01-003/a01-003-05-05.png,they
iam_words/words/a01/a01-003/a01-003-05-06.png,should
iam_words/words/a01/a01-003/a01-003-05-07.png,not
iam_words/words/a01/a01-003/a01-003-06-00.png,now
iam_words/words/a01/a01-003/a01-003-06-01.png,put
iam_words/words/a01/a01-003/a01-003-06-02.png,forward
iam_words/words/a01/a01-003/a01-003-06-03.png,nominees
iam_words/words/a01/a01-003/a01-003-06-04.png,.
iam_words/words/a01/a01-003/a01-003-06-05.png,He
iam_words/words/a01/a01-003/a01-003-06-06.png,believes
iam_words/words/a01/a01-003/a01-003-07-00.png,that
iam_words/words/a01/a01-003/a01-003-07-01.png,the
iam_words/words/a01/a01-003/a01-003-07-02.png,House
iam_words/words/a01/a01-003/a01-003-07-03.png,of
iam_words/words/a01/a01-003/a01-003-07-04.png,Lords
iam_words/words/a01/a01-003/a01-003-07-05.png,should
iam_words/words/a01/a01-003/a01-003-07-06.png,be
iam_words/words/a01/a01-003/a01-003-07-07.png,abolished
iam_words/words/a01/a01-003/a01-003-08-00.png,and
iam_words/words/a01/a01-003/a01-003-08-01.png,that
iam_words/words/a01/a01-003/a01-003-08-02.png,Labour
iam_words/words/a01/a01-003/a01-003-08-03.png,should
iam_words/words/a01/a01-003/a01-003-08-04.png,not
iam_words/words/a01/a01-003/a01-003-08-05.png,take
iam_words/words/a01/a01-003/a01-003-08-06.png,any
iam_words/words/a01/a01-003/a01-003-08-07.png,steps
iam_words/words/a01/a01-003/a01-003-09-00.png,which
iam_words/words/a01/a01-003/a01-003-09-01.png,would
iam_words/words/a01/a01-003/a01-003-09-02.png,appear
iam_words/words/a01/a01-003/a01-003-09-03.png,to
iam_words/words/a01/a01-003/a01-003-09-04.png,""""
iam_words/words/a01/a01-003/a01-003-09-05.png,prop
iam_words/words/a01/a01-003/a01-003-09-06.png,up
iam_words/words/a01/a01-003/a01-003-09-07.png,""""
iam_words/words/a01/a01-003/a01-003-09-08.png,an
iam_words/words/a01/a01-003/a01-003-09-09.png,out-dated
iam_words/words/a01/a01-003/a01-003-10-00.png,institution
iam_words/words/a01/a01-003/a01-003-10-01.png,.
iam_words/words/a01/a01-003u/a01-003u-00-00.png,Though
iam_words/words/a01/a01-003u/a01-003u-00-01.png,they
iam_words/words/a01/a01-003u/a01-003u-00-02.png,may
iam_words/words/a01/a01-003u/a01-003u-00-03.png,gather
iam_words/words/a01/a01-003u/a01-003u-00-04.png,some
iam_words/words/a01/a01-003u/a01-003u-00-05.png,Left-wing
iam_words/words/a01/a01-003u/a01-003u-01-00.png,support
iam_words/words/a01/a01-003u/a01-003u-01-01.png,","
iam_words/words/a01/a01-003u/a01-003u-01-02.png,a
iam_words/words/a01/a01-003u/a01-003u-01-03.png,large
iam_words/words/a01/a01-003u/a01-003u-01-04.png,majority
iam_words/words/a01/a01-003u/a01-003u-01-05.png,of
iam_words/words/a01/a01-003u/a01-003u-01-06.png,Labour
iam_words/words/a01/a01-003u/a01-003u-02-00.png,M Ps
iam_words/words/a01/a01-003u/a01-003u-02-01.png,are
iam_words/words/a01/a01-003u/a01-003u-02-02.png,likely
iam_words/words/a01/a01-003u/a01-003u-02-03.png,to
iam_words/words/a01/a01-003u/a01-003u-02-04.png,turn
iam_words/words/a01/a01-003u/a01-003u-02-05.png,down
iam_words/words/a01/a01-003u/a01-003u-02-06.png,the
iam_words/words/a01/a01-003u/a01-003u-02-07.png,Foot-
iam_words/words/a01/a01-003u/a01-003u-03-00.png,Griffiths
iam_words/words/a01/a01-003u/a01-003u-03-01.png,resolution
iam_words/words/a01/a01-003u/a01-003u-03-02.png,.
iam_words/words/a01/a01-003u/a01-003u-03-03.png,Mr.
iam_words/words/a01/a01-003u/a01-003u-03-04.png,Foot's
iam_words/words/a01/a01-003u/a01-003u-03-05.png,line
iam_words/words/a01/a01-003u/a01-003u-03-06.png,will
iam_words/words/a01/a01-003u/a01-003u-04-00.png,be
iam_words/words/a01/a01-003u/a01-003u-04-01.png,that
iam_words/words/a01/a01-003u/a01-003u-04-02.png,as
iam_words/words/a01/a01-003u/a01-003u-04-03.png,Labour
iam_words/words/a01/a01-003u/a01-003u-04-04.png,M Ps
iam_words/words/a01/a01-003u/a01-003u-04-05.png,opposed
iam_words/words/a01/a01-003u/a01-003u-04-06.png,the
iam_words/words/a01/a01-003u/a01-003u-05-00.png,Government
iam_words/words/a01/a01-003u/a01-003u-05-01.png,Bill
iam_words/words/a01/a01-003u/a01-003u-05-02.png,which
iam_words/words/a01/a01-003u/a01-003u-05-03.png,brought
iam_words/words/a01/a01-003u/a01-003u-05-04.png,life
iam_words/words/a01/a01-003u/a01-003u-05-05.png,peers
iam_words/words/a01/a01-003u/a01-003u-06-00.png,into
iam_words/words/a01/a01-003u/a01-003u-06-01.png,existence
iam_words/words/a01/a01-003u/a01-003u-06-02.png,","
iam_words/words/a01/a01-003u/a01-003u-06-03.png,they
iam_words/words/a01/a01-003u/a01-003u-06-04.png,should
iam_words/words/a01/a01-003u/a01-003u-06-05.png,not
iam_words/words/a01/a01-003u/a01-003u-06-06.png,now
iam_words/words/a01/a01-003u/a01-003u-06-07.png,put
iam_words/words/a01/a01-003u/a01-003u-07-00.png,forward
iam_words/words/a01/a01-003u/a01-003u-07-01.png,nominees
iam_words/words/a01/a01-003u/a01-003u-07-02.png,.
iam_words/words/a01/a01-003u/a01-003u-07-03.png,He
iam_words/words/a01/a01-003u/a01-003u-07-04.png,believes
iam_words/words/a01/a01-003u/a01-003u-07-05.png,that
iam_words/words/a01/a01-003u/a01-003u-07-06.png,the
iam_words/words/a01/a01-003u/a01-003u-08-00.png,House
iam_words/words/a01/a01-003u/a01-003u-08-01.png,of
iam_words/words/a01/a01-003u/a01-003u-08-02.png,Lords
iam_words/words/a01/a01-003u/a01-003u-08-03.png,should
iam_words/words/a01/a01-003u/a01-003u-08-04.png,be
iam_words/words/a01/a01-003u/a01-003u-08-05.png,abolished
iam_words/words/a01/a01-003u/a01-003u-08-06.png,and
iam_words/words/a01/a01-003u/a01-003u-09-00.png,that
iam_words/words/a01/a01-003u/a01-003u-09-01.png,Labour
iam_words/words/a01/a01-003u/a01-003u-09-02.png,should
iam_words/words/a01/a01-003u/a01-003u-09-03.png,not
iam_words/words/a01/a01-003u/a01-003u-09-04.png,take
iam_words/words/a01/a01-003u/a01-003u-09-05.png,any
iam_words/words/a01/a01-003u/a01-003u-09-06.png,steps
iam_words/words/a01/a01-003u/a01-003u-10-00.png,which
iam_words/words/a01/a01-003u/a01-003u-10-01.png,would
iam_words/words/a01/a01-003u/a01-003u-10-02.png,appear
iam_words/words/a01/a01-003u/a01-003u-10-03.png,to
iam_words/words/a01/a01-003u/a01-003u-10-04.png,""""
iam_words/words/a01/a01-003u/a01-003u-10-05.png,prop
iam_words/words/a01/a01-003u/a01-003u-10-06.png,up
iam_words/words/a01/a01-003u/a01-003u-10-07.png,""""
iam_words/words/a01/a01-003u/a01-003u-10-08.png,an
iam_words/words/a01/a01-003u/a01-003u-10-09.png,out-
iam_words/words/a01/a01-003x/a01-003x-00-00.png,Though
iam_words/words/a01/a01-003x/a01-003x-00-01.png,they
iam_words/words/a01/a01-003x/a01-003x-00-02.png,may
iam_words/words/a01/a01-003x/a01-003x-00-03.png,gather
iam_words/words/a01/a01-003x/a01-003x-00-04.png,some
iam_words/words/a01/a01-003x/a01-003x-00-05.png,Left-wing
iam_words/words/a01/a01-003x/a01-003x-00-06.png,support
iam_words/words/a01/a01-003x/a01-003x-00-07.png,","
iam_words/words/a01/a01-003x/a01-003x-00-08.png,a
iam_words/words/a01/a01-003x/a01-003x-01-00.png,large
iam_words/words/a01/a01-003x/a01-003x-01-01.png,majority
iam_words/words/a01/a01-003x/a01-003x-01-02.png,of
iam_words/words/a01/a01-003x/a01-003x-01-03.png,Labour
iam_words/words/a01/a01-003x/a01-003x-01-04.png,0M Ps
iam_words/words/a01/a01-003x/a01-003x-01-05.png,are
iam_words/words/a01/a01-003x/a01-003x-01-06.png,likely
iam_words/words/a01/a01-003x/a01-003x-01-07.png,to
iam_words/words/a01/a01-003x/a01-003x-01-08.png,turn
iam_words/words/a01/a01-003x/a01-003x-02-00.png,down
iam_words/words/a01/a01-003x/a01-003x-02-01.png,the
iam_words/words/a01/a01-003x/a01-003x-02-02.png,Foot-Griffiths
iam_words/words/a01/a01-003x/a01-003x-02-03.png,resolution
iam_words/words/a01/a01-003x/a01-003x-02-04.png,.
iam_words/words/a01/a01-003x/a01-003x-02-05.png,Mr.
iam_words/words/a01/a01-003x/a01-003x-02-06.png,Foot's
iam_words/words/a01/a01-003x/a01-003x-02-07.png,line
iam_words/words/a01/a01-003x/a01-003x-03-00.png,will
iam_words/words/a01/a01-003x/a01-003x-03-01.png,be
iam_words/words/a01/a01-003x/a01-003x-03-02.png,that
iam_words/words/a01/a01-003x/a01-003x-03-03.png,as
iam_words/words/a01/a01-003x/a01-003x-03-04.png,Labour
iam_words/words/a01/a01-003x/a01-003x-03-05.png,0M Ps
iam_words/words/a01/a01-003x/a01-003x-03-06.png,opposed
iam_words/words/a01/a01-003x/a01-003x-03-07.png,the
iam_words/words/a01/a01-003x/a01-003x-03-08.png,Govern-
iam_words/words/a01/a01-003x/a01-003x-04-00.png,ment
iam_words/words/a01/a01-003x/a01-003x-04-01.png,Bill
iam_words/words/a01/a01-003x/a01-003x-04-02.png,which
iam_words/words/a01/a01-003x/a01-003x-04-03.png,brought
iam_words/words/a01/a01-003x/a01-003x-04-04.png,life
iam_words/words/a01/a01-003x/a01-003x-04-05.png,peers
iam_words/words/a01/a01-003x/a01-003x-04-06.png,into
iam_words/words/a01/a01-003x/a01-003x-04-07.png,existence
iam_words/words/a01/a01-003x/a01-003x-04-08.png,","
iam_words/words/a01/a01-003x/a01-003x-04-09.png,they
iam_words/words/a01/a01-003x/a01-003x-05-00.png,should
iam_words/words/a01/a01-003x/a01-003x-05-01.png,not
iam_words/words/a01/a01-003x/a01-003x-05-02.png,now
iam_words/words/a01/a01-003x/a01-003x-05-03.png,put
iam_words/words/a01/a01-003x/a01-003x-05-04.png,forward
iam_words/words/a01/a01-003x/a01-003x-05-05.png,nominees
iam_words/words/a01/a01-003x/a01-003x-05-06.png,.
iam_words/words/a01/a01-003x/a01-003x-05-07.png,He
iam_words/words/a01/a01-003x/a01-003x-05-08.png,believes
iam_words/words/a01/a01-003x/a01-003x-06-00.png,that
iam_words/words/a01/a01-003x/a01-003x-06-01.png,the
iam_words/words/a01/a01-003x/a01-003x-06-02.png,House
iam_words/words/a01/a01-003x/a01-003x-06-03.png,of
iam_words/words/a01/a01-003x/a01-003x-06-04.png,Lords
iam_words/words/a01/a01-003x/a01-003x-06-05.png,should
iam_words/words/a01/a01-003x/a01-003x-06-06.png,be
iam_words/words/a01/a01-003x/a01-003x-06-07.png,abolished
iam_words/words/a01/a01-003x/a01-003x-06-08.png,and
iam_words/words/a01/a01-003x/a01-003x-07-00.png,that
iam_words/words/a01/a01-003x/a01-003x-07-01.png,Labour
iam_words/words/a01/a01-003x/a01-003x-07-02.png,should
iam_words/words/a01/a01-003x/a01-003x-07-03.png,not
iam_words/words/a01/a01-003x/a01-003x-07-04.png,take
iam_words/words/a01/a01-003x/a01-003x-07-05.png,any
iam_words/words/a01/a01-003x/a01-003x-07-06.png,steps
iam_words/words/a01/a01-003x/a01-003x-07-07.png,which
iam_words/words/a01/a01-003x/a01-003x-07-08.png,would
iam_words/words/a01/a01-003x/a01-003x-08-00.png,appear
iam_words/words/a01/a01-003x/a01-003x-08-01.png,to
iam_words/words/a01/a01-003x/a01-003x-08-02.png,""""
iam_words/words/a01/a01-003x/a01-003x-08-03.png,prop
iam_words/words/a01/a01-003x/a01-003x-08-04.png,up
iam_words/words/a01/a01-003x/a01-003x-08-05.png,""""
iam_words/words/a01/a01-003x/a01-003x-08-06.png,an
iam_words/words/a01/a01-003x/a01-003x-08-07.png,out-dated
iam_words/words/a01/a01-003x/a01-003x-08-08.png,institution
iam_words/words/a01/a01-003x/a01-003x-08-09.png,.
iam_words/words/a01/a01-007/a01-007-00-00.png,Since
iam_words/words/a01/a01-007/a01-007-00-01.png,1958
iam_words/words/a01/a01-007/a01-007-00-02.png,","
iam_words/words/a01/a01-007/a01-007-00-03.png,13
iam_words/words/a01/a01-007/a01-007-00-04.png,Labour
iam_words/words/a01/a01-007/a01-007-00-05.png,life
iam_words/words/a01/a01-007/a01-007-00-06.png,Peers
iam_words/words/a01/a01-007/a01-007-00-07.png,and
iam_words/words/a01/a01-007/a01-007-01-00.png,Peeresses
iam_words/words/a01/a01-007/a01-007-01-01.png,have
iam_words/words/a01/a01-007/a01-007-01-02.png,been
iam_words/words/a01/a01-007/a01-007-01-03.png,created
iam_words/words/a01/a01-007/a01-007-01-04.png,.
iam_words/words/a01/a01-007/a01-007-01-05.png,Most
iam_words/words/a01/a01-007/a01-007-01-06.png,Labour
iam_words/words/a01/a01-007/a01-007-02-00.png,sentiment
iam_words/words/a01/a01-007/a01-007-02-01.png,would
iam_words/words/a01/a01-007/a01-007-02-02.png,#
iam_words/words/a01/a01-007/a01-007-02-03.png,still
iam_words/words/a01/a01-007/a01-007-02-04.png,favour
iam_words/words/a01/a01-007/a01-007-02-05.png,the
iam_words/words/a01/a01-007/a01-007-02-06.png,abolition
iam_words/words/a01/a01-007/a01-007-03-00.png,of
iam_words/words/a01/a01-007/a01-007-03-01.png,the
iam_words/words/a01/a01-007/a01-007-03-02.png,House
iam_words/words/a01/a01-007/a01-007-03-03.png,of
iam_words/words/a01/a01-007/a01-007-03-04.png,Lords
iam_words/words/a01/a01-007/a01-007-03-05.png,","
iam_words/words/a01/a01-007/a01-007-03-06.png,but
iam_words/words/a01/a01-007/a01-007-03-07.png,while
iam_words/words/a01/a01-007/a01-007-03-08.png,it
iam_words/words/a01/a01-007/a01-007-03-09.png,remains
iam_words/words/a01/a01-007/a01-007-04-00.png,Labour
iam_words/words/a01/a01-007/a01-007-04-01.png,has
iam_words/words/a01/a01-007/a01-007-04-02.png,to
iam_words/words/a01/a01-007/a01-007-04-03.png,have
iam_words/words/a01/a01-007/a01-007-04-04.png,an
iam_words/words/a01/a01-007/a01-007-04-05.png,adequate
iam_words/words/a01/a01-007/a01-007-04-06.png,number
iam_words/words/a01/a01-007/a01-007-04-07.png,of
iam_words/words/a01/a01-007/a01-007-05-00.png,members
iam_words/words/a01/a01-007/a01-007-05-01.png,.
iam_words/words/a01/a01-007/a01-007-05-02.png,THE
iam_words/words/a01/a01-007/a01-007-05-03.png,two
iam_words/words/a01/a01-007/a01-007-05-04.png,rival
iam_words/words/a01/a01-007/a01-007-05-05.png,African
iam_words/words/a01/a01-007/a01-007-05-06.png,Nationalist
iam_words/words/a01/a01-007/a01-007-06-00.png,Parties
iam_words/words/a01/a01-007/a01-007-06-01.png,of
iam_words/words/a01/a01-007/a01-007-06-02.png,Northern
iam_words/words/a01/a01-007/a01-007-06-03.png,Rhodesia
iam_words/words/a01/a01-007/a01-007-06-04.png,have
iam_words/words/a01/a01-007/a01-007-06-05.png,agreed
iam_words/words/a01/a01-007/a01-007-06-06.png,to
iam_words/words/a01/a01-007/a01-007-07-00.png,get
iam_words/words/a01/a01-007/a01-007-07-01.png,together
iam_words/words/a01/a01-007/a01-007-07-02.png,to
iam_words/words/a01/a01-007/a01-007-07-03.png,face
iam_words/words/a01/a01-007/a01-007-07-04.png,the
iam_words/words/a01/a01-007/a01-007-07-05.png,challenge
iam_words/words/a01/a01-007/a01-007-07-06.png,from
iam_words/words/a01/a01-007/a01-007-07-07.png,Sir
iam_words/words/a01/a01-007/a01-007-08-00.png,Roy
iam_words/words/a01/a01-007/a01-007-08-01.png,Welensky
iam_words/words/a01/a01-007/a01-007-08-02.png,","
iam_words/words/a01/a01-007/a01-007-08-03.png,the
iam_words/words/a01/a01-007/a01-007-08-04.png,Federal
iam_words/words/a01/a01-007/a01-007-08-05.png,Premier
iam_words/words/a01/a01-007/a01-007-08-06.png,.
iam_words/words/a01/a01-007u/a01-007u-00-00.png,Since
iam_words/words/a01/a01-007u/a01-007u-00-01.png,1958
iam_words/words/a01/a01-007u/a01-007u-00-02.png,","
iam_words/words/a01/a01-007u/a01-007u-00-03.png,13
iam_words/words/a01/a01-007u/a01-007u-00-04.png,Labour
iam_words/words/a01/a01-007u/a01-007u-00-05.png,life
iam_words/words/a01/a01-007u/a01-007u-00-06.png,Peers
iam_words/words/a01/a01-007u/a01-007u-00-07.png,and
iam_words/words/a01/a01-007u/a01-007u-01-00.png,Peeresses
iam_words/words/a01/a01-007u/a01-007u-01-01.png,have
iam_words/words/a01/a01-007u/a01-007u-01-02.png,been
iam_words/words/a01/a01-007u/a01-007u-01-03.png,created
iam_words/words/a01/a01-007u/a01-007u-01-04.png,.
iam_words/words/a01/a01-007u/a01-007u-01-05.png,Most
iam_words/words/a01/a01-007u/a01-007u-01-06.png,Labour
iam_words/words/a01/a01-007u/a01-007u-02-00.png,sentiment
iam_words/words/a01/a01-007u/a01-007u-02-01.png,would
iam_words/words/a01/a01-007u/a01-007u-02-02.png,still
iam_words/words/a01/a01-007u/a01-007u-02-03.png,favour
iam_words/words/a01/a01-007u/a01-007u-02-04.png,the
iam_words/words/a01/a01-007u/a01-007u-02-05.png,abolition
iam_words/words/a01/a01-007u/a01-007u-03-00.png,of
iam_words/words/a01/a01-007u/a01-007u-03-01.png,the
iam_words/words/a01/a01-007u/a01-007u-03-02.png,House
iam_words/words/a01/a01-007u/a01-007u-03-03.png,of
iam_words/words/a01/a01-007u/a01-007u-03-04.png,Lords
iam_words/words/a01/a01-007u/a01-007u-03-05.png,","
iam_words/words/a01/a01-007u/a01-007u-03-06.png,but
iam_words/words/a01/a01-007u/a01-007u-03-07.png,while
iam_words/words/a01/a01-007u/a01-007u-03-08.png,it
iam_words/words/a01/a01-007u/a01-007u-03-09.png,remains
iam_words/words/a01/a01-007u/a01-007u-04-00.png,Labour
iam_words/words/a01/a01-007u/a01-007u-04-01.png,has
iam_words/words/a01/a01-007u/a01-007u-04-02.png,to
iam_words/words/a01/a01-007u/a01-007u-04-03.png,have
iam_words/words/a01/a01-007u/a01-007u-04-04.png,an
iam_words/words/a01/a01-007u/a01-007u-04-05.png,adequate
iam_words/words/a01/a01-007u/a01-007u-04-06.png,number
iam_words/words/a01/a01-007u/a01-007u-05-00.png,of
iam_words/words/a01/a01-007u/a01-007u-05-01.png,members
iam_words/words/a01/a01-007u/a01-007u-05-02.png,.
iam_words/words/a01/a01-007u/a01-007u-05-03.png,THE
iam_words/words/a01/a01-007u/a01-007u-05-04.png,two
iam_words/words/a01/a01-007u/a01-007u-05-05.png,rival
iam_words/words/a01/a01-007u/a01-007u-05-06.png,African
iam_words/words/a01/a01-007u/a01-007u-06-00.png,Nationalist
iam_words/words/a01/a01-007u/a01-007u-06-01.png,Parties
